CO2 (ppm),Temperature (°C),Relative humidity (%RH),CH4 (ppm),Timestamp,Chamber (N)
359,27.48,61.83,0,2026/9/5 6:59,Batch 3 · Blank (0)
359,27.46,61.52,0,2026/9/5 7:00,Batch 3 · Blank (0)
359,27.46,61.51,0,2026/9/5 7:01,Batch 3 · Blank (0)
359,27.44,61.26,0,2026/9/5 7:02,Batch 3 · Blank (0)
361,27.44,61.05,0,2026/9/5 7:03,Batch 3 · Blank (0)
361,27.4,61.16,0,2026/9/5 7:04,Batch 3 · Blank (0)
361,27.39,61.39,0,2026/9/5 7:05,Batch 3 · Blank (0)
362,27.4,61.61,0,2026/9/5 7:06,Batch 3 · Blank (0)
362,27.39,61.86,0,2026/9/5 7:07,Batch 3 · Blank (0)
363,27.37,62.02,0,2026/9/5 7:08,Batch 3 · Blank (0)
362,27.37,62.25,0,2026/9/5 7:09,Batch 3 · Blank (0)
362,27.37,62.44,0,2026/9/5 7:10,Batch 3 · Blank (0)
364,27.37,62.61,0,2026/9/5 7:11,Batch 3 · Blank (0)
363,27.39,62.78,0,2026/9/5 7:12,Batch 3 · Blank (0)
362,27.4,62.86,0,2026/9/5 7:13,Batch 3 · Blank (0)
361,27.4,63.06,0,2026/9/5 7:14,Batch 3 · Blank (0)
361,27.4,63.18,0,2026/9/5 7:15,Batch 3 · Blank (0)
363,27.4,63.26,0,2026/9/5 7:16,Batch 3 · Blank (0)
362,27.43,63.37,0,2026/9/5 7:17,Batch 3 · Blank (0)
361,27.46,63.51,0,2026/9/5 7:18,Batch 3 · Blank (0)
361,27.47,63.58,0,2026/9/5 7:19,Batch 3 · Blank (0)
361,27.48,63.59,0,2026/9/5 7:20,Batch 3 · Blank (0)
362,27.48,63.62,0,2026/9/5 7:21,Batch 3 · Blank (0)
361,27.48,63.59,0,2026/9/5 7:22,Batch 3 · Blank (0)
362,27.5,63.66,0,2026/9/5 7:23,Batch 3 · Blank (0)
364,27.5,63.69,0,2026/9/5 7:24,Batch 3 · Blank (0)
363,27.53,63.91,0,2026/9/5 7:25,Batch 3 · Blank (0)
361,27.54,63.74,0,2026/9/5 7:26,Batch 3 · Blank (0)
361,27.53,63.76,0,2026/9/5 7:27,Batch 3 · Blank (0)
362,27.55,63.77,0,2026/9/5 7:28,Batch 3 · Blank (0)
364,27.58,63.6,0,2026/9/5 7:29,Batch 3 · Blank (0)
363,27.55,63.43,0,2026/9/5 7:30,Batch 3 · Blank (0)
363,27.57,63.36,0,2026/9/5 7:31,Batch 3 · Blank (0)
362,27.57,63.25,0,2026/9/5 7:32,Batch 3 · Blank (0)
363,27.55,63.07,0,2026/9/5 7:33,Batch 3 · Blank (0)
363,27.57,62.95,0,2026/9/5 7:34,Batch 3 · Blank (0)
364,27.57,62.85,0,2026/9/5 7:35,Batch 3 · Blank (0)
363,27.57,62.72,0,2026/9/5 7:36,Batch 3 · Blank (0)
363,27.54,62.62,0,2026/9/5 7:38,Batch 3 · Blank (0)
364,27.53,62.47,0,2026/9/5 7:39,Batch 3 · Blank (0)
364,27.5,62.36,0,2026/9/5 7:40,Batch 3 · Blank (0)
365,27.5,62.28,0,2026/9/5 7:41,Batch 3 · Blank (0)
365,27.51,62.16,0,2026/9/5 7:42,Batch 3 · Blank (0)
364,27.51,62.1,0,2026/9/5 7:43,Batch 3 · Blank (0)
365,27.47,62.05,0,2026/9/5 7:44,Batch 3 · Blank (0)
364,27.53,61.97,0,2026/9/5 7:45,Batch 3 · Blank (0)
366,27.46,61.9,0,2026/9/5 7:46,Batch 3 · Blank (0)
367,27.46,61.89,0,2026/9/5 7:47,Batch 3 · Blank (0)
369,27.46,61.79,0,2026/9/5 7:48,Batch 3 · Blank (0)
371,27.44,61.7,0,2026/9/5 7:49,Batch 3 · Blank (0)
372,27.44,61.67,0,2026/9/5 7:50,Batch 3 · Blank (0)
373,27.42,61.66,0,2026/9/5 7:51,Batch 3 · Blank (0)
374,27.42,61.65,0,2026/9/5 7:52,Batch 3 · Blank (0)
374,27.43,61.46,0,2026/9/5 7:53,Batch 3 · Blank (0)
373,27.37,61.17,0,2026/9/5 7:54,Batch 3 · Blank (0)
376,27.37,61.14,0,2026/9/5 7:55,Batch 3 · Blank (0)
376,27.37,61.12,0,2026/9/5 7:56,Batch 3 · Blank (0)
375,27.35,61.13,0,2026/9/5 7:57,Batch 3 · Blank (0)
376,27.33,61.25,0,2026/9/5 7:58,Batch 3 · Blank (0)
376,27.33,61.31,0,2026/9/5 7:59,Batch 3 · Blank (0)
375,27.35,61.24,0,2026/9/5 8:00,Batch 3 · Blank (0)
374,27.32,61.1,0,2026/9/5 8:01,Batch 3 · Blank (0)
373,27.3,61.02,0,2026/9/5 8:02,Batch 3 · Blank (0)
373,27.29,61.03,0,2026/9/5 8:03,Batch 3 · Blank (0)
376,27.29,60.95,0,2026/9/5 8:04,Batch 3 · Blank (0)
373,27.29,60.93,0,2026/9/5 8:05,Batch 3 · Blank (0)
375,27.3,60.96,0,2026/9/5 8:06,Batch 3 · Blank (0)
375,27.29,60.95,0,2026/9/5 8:07,Batch 3 · Blank (0)
373,27.29,60.84,0,2026/9/5 8:08,Batch 3 · Blank (0)
373,27.26,60.88,0,2026/9/5 8:09,Batch 3 · Blank (0)
374,27.25,60.78,0,2026/9/5 8:10,Batch 3 · Blank (0)
374,27.28,60.71,0,2026/9/5 8:11,Batch 3 · Blank (0)
373,27.26,60.59,0,2026/9/5 8:12,Batch 3 · Blank (0)
374,27.25,60.54,0,2026/9/5 8:13,Batch 3 · Blank (0)
374,27.23,60.54,0,2026/9/5 8:14,Batch 3 · Blank (0)
372,27.23,60.51,0,2026/9/5 8:15,Batch 3 · Blank (0)
372,27.23,60.43,0,2026/9/5 8:16,Batch 3 · Blank (0)
372,27.23,60.33,0,2026/9/5 8:17,Batch 3 · Blank (0)
374,27.21,60.4,0,2026/9/5 8:18,Batch 3 · Blank (0)
373,27.23,60.3,0,2026/9/5 8:19,Batch 3 · Blank (0)
372,27.21,60.26,0,2026/9/5 8:20,Batch 3 · Blank (0)
371,27.21,60.23,0,2026/9/5 8:21,Batch 3 · Blank (0)
371,27.19,60.08,0,2026/9/5 8:22,Batch 3 · Blank (0)
373,27.16,60.14,0,2026/9/5 8:23,Batch 3 · Blank (0)
373,27.19,60.05,0,2026/9/5 8:24,Batch 3 · Blank (0)
373,27.21,60.08,0,2026/9/5 8:25,Batch 3 · Blank (0)
374,27.15,59.99,0,2026/9/5 8:26,Batch 3 · Blank (0)
373,27.13,60,0,2026/9/5 8:27,Batch 3 · Blank (0)
373,27.13,59.91,0,2026/9/5 8:28,Batch 3 · Blank (0)
372,27.15,59.94,0,2026/9/5 8:29,Batch 3 · Blank (0)
371,27.12,59.93,0,2026/9/5 8:30,Batch 3 · Blank (0)
371,27.13,59.79,0,2026/9/5 8:31,Batch 3 · Blank (0)
372,27.15,59.84,0,2026/9/5 8:32,Batch 3 · Blank (0)
374,27.13,59.69,0,2026/9/5 8:33,Batch 3 · Blank (0)
374,27.11,59.71,0,2026/9/5 8:34,Batch 3 · Blank (0)
374,27.12,59.71,0,2026/9/5 8:35,Batch 3 · Blank (0)
372,27.12,59.72,0,2026/9/5 8:36,Batch 3 · Blank (0)
371,27.11,59.69,0,2026/9/5 8:37,Batch 3 · Blank (0)
370,27.11,59.69,0,2026/9/5 8:38,Batch 3 · Blank (0)
373,27.12,59.62,0,2026/9/5 8:39,Batch 3 · Blank (0)
372,27.11,59.63,0,2026/9/5 8:40,Batch 3 · Blank (0)
371,27.12,59.59,0,2026/9/5 8:41,Batch 3 · Blank (0)
372,27.12,59.59,0,2026/9/5 8:42,Batch 3 · Blank (0)
371,27.11,59.67,0,2026/9/5 8:43,Batch 3 · Blank (0)
371,27.11,59.79,0,2026/9/5 8:44,Batch 3 · Blank (0)
371,27.11,59.74,0,2026/9/5 8:45,Batch 3 · Blank (0)
371,27.12,59.73,0,2026/9/5 8:46,Batch 3 · Blank (0)
371,27.11,59.79,0,2026/9/5 8:47,Batch 3 · Blank (0)
372,27.15,59.92,0,2026/9/5 8:48,Batch 3 · Blank (0)
373,27.13,59.93,0,2026/9/5 8:49,Batch 3 · Blank (0)
373,27.13,60,0,2026/9/5 8:50,Batch 3 · Blank (0)
375,27.13,59.94,0,2026/9/5 8:51,Batch 3 · Blank (0)
375,27.15,60,0,2026/9/5 8:52,Batch 3 · Blank (0)
379,27.13,59.91,0,2026/9/5 8:53,Batch 3 · Blank (0)
383,27.13,59.62,0,2026/9/5 8:54,Batch 3 · Blank (0)
383,27.15,59.54,0,2026/9/5 8:55,Batch 3 · Blank (0)
383,27.15,59.64,0,2026/9/5 8:56,Batch 3 · Blank (0)
384,27.11,59.74,0,2026/9/5 8:57,Batch 3 · Blank (0)
386,27.12,59.85,0,2026/9/5 8:58,Batch 3 · Blank (0)
389,27.13,59.91,0,2026/9/5 8:59,Batch 3 · Blank (0)
390,27.15,59.94,0,2026/9/5 9:00,Batch 3 · Blank (0)
390,27.16,59.97,0,2026/9/5 9:01,Batch 3 · Blank (0)
389,27.18,60.04,0,2026/9/5 9:02,Batch 3 · Blank (0)
391,27.19,60.06,0,2026/9/5 9:03,Batch 3 · Blank (0)
392,27.18,60.03,0,2026/9/5 9:04,Batch 3 · Blank (0)
395,27.19,60.07,0,2026/9/5 9:05,Batch 3 · Blank (0)
394,27.19,60.06,0,2026/9/5 9:06,Batch 3 · Blank (0)
393,27.21,60.03,0,2026/9/5 9:08,Batch 3 · Blank (0)
393,27.22,59.97,0,2026/9/5 9:09,Batch 3 · Blank (0)
396,27.19,59.95,0,2026/9/5 9:10,Batch 3 · Blank (0)
398,27.21,59.92,0,2026/9/5 9:11,Batch 3 · Blank (0)
396,27.22,59.89,0,2026/9/5 9:12,Batch 3 · Blank (0)
396,27.23,59.87,0,2026/9/5 9:13,Batch 3 · Blank (0)
398,27.23,59.84,0,2026/9/5 9:14,Batch 3 · Blank (0)
401,27.25,59.77,0,2026/9/5 9:15,Batch 3 · Blank (0)
401,27.25,59.71,0,2026/9/5 9:16,Batch 3 · Blank (0)
399,27.25,59.63,0,2026/9/5 9:17,Batch 3 · Blank (0)
399,27.23,59.42,0,2026/9/5 9:18,Batch 3 · Blank (0)
397,27.23,59.5,0,2026/9/5 9:19,Batch 3 · Blank (0)
399,27.23,59.33,0,2026/9/5 9:20,Batch 3 · Blank (0)
400,27.23,59.34,0,2026/9/5 9:21,Batch 3 · Blank (0)
399,27.23,59.06,0,2026/9/5 9:22,Batch 3 · Blank (0)
399,27.22,59.09,0,2026/9/5 9:23,Batch 3 · Blank (0)
396,27.22,59,0,2026/9/5 9:24,Batch 3 · Blank (0)
397,27.22,58.84,0,2026/9/5 9:25,Batch 3 · Blank (0)
397,27.21,58.82,0,2026/9/5 9:26,Batch 3 · Blank (0)
397,27.21,58.69,0,2026/9/5 9:27,Batch 3 · Blank (0)
399,27.19,58.53,0,2026/9/5 9:28,Batch 3 · Blank (0)
400,27.19,58.5,0,2026/9/5 9:29,Batch 3 · Blank (0)
400,27.19,58.43,0,2026/9/5 9:30,Batch 3 · Blank (0)
402,27.15,58.15,0,2026/9/5 9:31,Batch 3 · Blank (0)
403,27.15,58.21,0,2026/9/5 9:32,Batch 3 · Blank (0)
402,27.16,58.14,0,2026/9/5 9:33,Batch 3 · Blank (0)
403,27.13,58.03,0,2026/9/5 9:34,Batch 3 · Blank (0)
403,27.12,58,0,2026/9/5 9:35,Batch 3 · Blank (0)
406,27.12,57.91,0,2026/9/5 9:36,Batch 3 · Blank (0)
405,27.11,57.89,0,2026/9/5 9:37,Batch 3 · Blank (0)
406,27.09,57.94,0,2026/9/5 9:38,Batch 3 · Blank (0)
406,27.11,57.93,0,2026/9/5 9:39,Batch 3 · Blank (0)
407,27.11,57.85,0,2026/9/5 9:40,Batch 3 · Blank (0)
408,27.11,57.78,0,2026/9/5 9:41,Batch 3 · Blank (0)
408,27.09,57.85,0,2026/9/5 9:42,Batch 3 · Blank (0)
408,27.09,57.71,0,2026/9/5 9:43,Batch 3 · Blank (0)
409,27.08,58,0,2026/9/5 9:44,Batch 3 · Blank (0)
411,27.11,57.98,0,2026/9/5 9:45,Batch 3 · Blank (0)
412,27.07,57.97,0,2026/9/5 9:46,Batch 3 · Blank (0)
415,27.08,58.12,0,2026/9/5 9:47,Batch 3 · Blank (0)
415,27.11,58.02,0,2026/9/5 9:48,Batch 3 · Blank (0)
416,27.11,58.03,0,2026/9/5 9:49,Batch 3 · Blank (0)
419,27.09,58.13,0,2026/9/5 9:50,Batch 3 · Blank (0)
423,27.09,58.07,0,2026/9/5 9:51,Batch 3 · Blank (0)
424,27.11,58.12,0,2026/9/5 9:52,Batch 3 · Blank (0)
424,27.11,58.13,0,2026/9/5 9:53,Batch 3 · Blank (0)
427,27.13,58.16,0,2026/9/5 9:54,Batch 3 · Blank (0)
428,27.09,57.85,0,2026/9/5 9:55,Batch 3 · Blank (0)
431,27.08,57.5,0,2026/9/5 9:56,Batch 3 · Blank (0)
429,27.08,57.64,0,2026/9/5 9:57,Batch 3 · Blank (0)
429,27.09,57.9,0,2026/9/5 9:58,Batch 3 · Blank (0)
429,27.09,57.95,0,2026/9/5 9:59,Batch 3 · Blank (0)
430,27.09,58.17,0,2026/9/5 10:00,Batch 3 · Blank (0)
432,27.09,58.28,0,2026/9/5 10:01,Batch 3 · Blank (0)
435,27.11,58.28,0,2026/9/5 10:02,Batch 3 · Blank (0)
436,27.12,58.35,0,2026/9/5 10:03,Batch 3 · Blank (0)
436,27.12,58.36,0,2026/9/5 10:04,Batch 3 · Blank (0)
436,27.13,58.45,0,2026/9/5 10:05,Batch 3 · Blank (0)
436,27.16,58.43,0,2026/9/5 10:06,Batch 3 · Blank (0)
437,27.13,58.46,0,2026/9/5 10:07,Batch 3 · Blank (0)
436,27.16,58.28,0,2026/9/5 10:08,Batch 3 · Blank (0)
437,27.15,58.03,0,2026/9/5 10:09,Batch 3 · Blank (0)
437,27.16,57.75,0,2026/9/5 10:10,Batch 3 · Blank (0)
438,27.15,57.61,0,2026/9/5 10:11,Batch 3 · Blank (0)
440,27.12,57.47,0,2026/9/5 10:12,Batch 3 · Blank (0)
441,27.12,57.32,0,2026/9/5 10:13,Batch 3 · Blank (0)
441,27.11,57.21,0,2026/9/5 10:14,Batch 3 · Blank (0)
441,27.09,57.23,0,2026/9/5 10:15,Batch 3 · Blank (0)
443,27.08,57.36,0,2026/9/5 10:16,Batch 3 · Blank (0)
444,27.07,57.37,0,2026/9/5 10:17,Batch 3 · Blank (0)
447,27.08,57.35,0,2026/9/5 10:18,Batch 3 · Blank (0)
447,27.07,57.42,0,2026/9/5 10:19,Batch 3 · Blank (0)
444,27.05,57.47,0,2026/9/5 10:20,Batch 3 · Blank (0)
443,27.05,57.43,0,2026/9/5 10:21,Batch 3 · Blank (0)
441,27.05,57.54,0,2026/9/5 10:22,Batch 3 · Blank (0)
440,27.05,57.54,0,2026/9/5 10:23,Batch 3 · Blank (0)
437,27.04,57.62,0,2026/9/5 10:24,Batch 3 · Blank (0)
437,27.04,57.45,0,2026/9/5 10:25,Batch 3 · Blank (0)
437,27.02,57.31,0,2026/9/5 10:26,Batch 3 · Blank (0)
436,27.01,57.31,0,2026/9/5 10:27,Batch 3 · Blank (0)
434,27.01,57.34,0,2026/9/5 10:28,Batch 3 · Blank (0)
434,27.01,57.42,0,2026/9/5 10:29,Batch 3 · Blank (0)
433,26.97,57.43,0,2026/9/5 10:30,Batch 3 · Blank (0)
431,26.99,57.59,0,2026/9/5 10:31,Batch 3 · Blank (0)
431,27.01,57.61,0,2026/9/5 10:32,Batch 3 · Blank (0)
432,26.99,57.68,0,2026/9/5 10:33,Batch 3 · Blank (0)
429,27.04,57.63,0,2026/9/5 10:34,Batch 3 · Blank (0)
428,27.01,57.67,0,2026/9/5 10:35,Batch 3 · Blank (0)
429,27.01,57.68,0,2026/9/5 10:37,Batch 3 · Blank (0)
430,27.01,57.64,0,2026/9/5 10:38,Batch 3 · Blank (0)
430,27.01,57.58,0,2026/9/5 10:39,Batch 3 · Blank (0)
430,27.01,57.57,0,2026/9/5 10:40,Batch 3 · Blank (0)
427,27.01,57.56,0,2026/9/5 10:41,Batch 3 · Blank (0)
427,27.01,57.57,0,2026/9/5 10:42,Batch 3 · Blank (0)
426,27.02,57.48,0,2026/9/5 10:43,Batch 3 · Blank (0)
425,27.02,57.39,0,2026/9/5 10:44,Batch 3 · Blank (0)
426,27.01,57.32,0,2026/9/5 10:45,Batch 3 · Blank (0)
429,26.98,57.3,0,2026/9/5 10:46,Batch 3 · Blank (0)
429,26.99,57.31,0,2026/9/5 10:47,Batch 3 · Blank (0)
428,26.99,57.36,0,2026/9/5 10:48,Batch 3 · Blank (0)
429,27.01,57.35,0,2026/9/5 10:49,Batch 3 · Blank (0)
431,27.01,57.32,0,2026/9/5 10:50,Batch 3 · Blank (0)
432,27.01,57.21,0,2026/9/5 10:51,Batch 3 · Blank (0)
432,27.01,57.28,0,2026/9/5 10:52,Batch 3 · Blank (0)
431,26.99,57.28,0,2026/9/5 10:53,Batch 3 · Blank (0)
432,26.98,57.22,0,2026/9/5 10:54,Batch 3 · Blank (0)
433,27.01,57.17,0,2026/9/5 10:55,Batch 3 · Blank (0)
433,26.99,56.8,0,2026/9/5 10:56,Batch 3 · Blank (0)
431,26.94,56.62,0,2026/9/5 10:57,Batch 3 · Blank (0)
432,26.95,56.95,0,2026/9/5 10:58,Batch 3 · Blank (0)
431,26.97,57.3,0,2026/9/5 10:59,Batch 3 · Blank (0)
432,26.97,57.6,0,2026/9/5 11:00,Batch 3 · Blank (0)
432,26.98,57.92,0,2026/9/5 11:01,Batch 3 · Blank (0)
433,26.99,58.17,0,2026/9/5 11:02,Batch 3 · Blank (0)
435,26.99,58.4,0,2026/9/5 11:03,Batch 3 · Blank (0)
434,27.04,58.68,0,2026/9/5 11:04,Batch 3 · Blank (0)
432,27.02,58.84,0,2026/9/5 11:05,Batch 3 · Blank (0)
432,27.05,59.05,0,2026/9/5 11:06,Batch 3 · Blank (0)
433,27.09,59.21,0,2026/9/5 11:07,Batch 3 · Blank (0)
432,27.11,59.37,0,2026/9/5 11:08,Batch 3 · Blank (0)
432,27.11,59.5,0,2026/9/5 11:09,Batch 3 · Blank (0)
435,27.16,59.55,0,2026/9/5 11:10,Batch 3 · Blank (0)
433,27.16,59.28,0,2026/9/5 11:11,Batch 3 · Blank (0)
431,27.16,58.9,0,2026/9/5 11:12,Batch 3 · Blank (0)
434,27.16,58.4,0,2026/9/5 11:13,Batch 3 · Blank (0)
436,27.15,58.03,0,2026/9/5 11:14,Batch 3 · Blank (0)
435,27.11,57.89,0,2026/9/5 11:15,Batch 3 · Blank (0)
437,27.16,58.07,0,2026/9/5 11:16,Batch 3 · Blank (0)
438,27.13,58.37,0,2026/9/5 11:17,Batch 3 · Blank (0)
440,27.15,58.67,0,2026/9/5 11:18,Batch 3 · Blank (0)
440,27.16,58.91,0,2026/9/5 11:19,Batch 3 · Blank (0)
440,27.21,59.23,0,2026/9/5 11:20,Batch 3 · Blank (0)
441,27.22,59.57,0,2026/9/5 11:22,Batch 3 · Blank (0)
442,27.22,59.81,0,2026/9/5 11:23,Batch 3 · Blank (0)
440,27.25,60,0,2026/9/5 11:24,Batch 3 · Blank (0)
441,27.28,60.33,0,2026/9/5 11:25,Batch 3 · Blank (0)
441,27.28,60.41,0,2026/9/5 11:26,Batch 3 · Blank (0)
442,27.29,60.54,0,2026/9/5 11:27,Batch 3 · Blank (0)
441,27.3,60.69,0,2026/9/5 11:28,Batch 3 · Blank (0)
441,27.33,60.78,0,2026/9/5 11:29,Batch 3 · Blank (0)
442,27.36,60.84,0,2026/9/5 11:30,Batch 3 · Blank (0)
437,27.37,60.74,0,2026/9/5 11:31,Batch 3 · Blank (0)
437,27.37,60.54,0,2026/9/5 11:32,Batch 3 · Blank (0)
433,27.4,60.22,0,2026/9/5 11:33,Batch 3 · Blank (0)
435,27.4,59.84,0,2026/9/5 11:34,Batch 3 · Blank (0)
433,27.37,59.27,0,2026/9/5 11:35,Batch 3 · Blank (0)
431,27.33,58.84,0,2026/9/5 11:36,Batch 3 · Blank (0)
430,27.3,58.44,0,2026/9/5 11:37,Batch 3 · Blank (0)
427,27.28,57.97,0,2026/9/5 11:38,Batch 3 · Blank (0)
427,27.25,57.97,0,2026/9/5 11:39,Batch 3 · Blank (0)
426,27.22,58.18,0,2026/9/5 11:40,Batch 3 · Blank (0)
426,27.26,58.53,0,2026/9/5 11:41,Batch 3 · Blank (0)
424,27.25,58.86,0,2026/9/5 11:42,Batch 3 · Blank (0)
423,27.26,59.14,0,2026/9/5 11:43,Batch 3 · Blank (0)
421,27.28,59.35,0,2026/9/5 11:44,Batch 3 · Blank (0)
420,27.28,59.62,0,2026/9/5 11:45,Batch 3 · Blank (0)
421,27.3,59.81,0,2026/9/5 11:46,Batch 3 · Blank (0)
420,27.32,60.11,0,2026/9/5 11:47,Batch 3 · Blank (0)
419,27.33,60.32,0,2026/9/5 11:48,Batch 3 · Blank (0)
417,27.37,60.56,0,2026/9/5 11:49,Batch 3 · Blank (0)
416,27.36,60.71,0,2026/9/5 11:50,Batch 3 · Blank (0)
415,27.37,60.68,0,2026/9/5 11:51,Batch 3 · Blank (0)
413,27.37,61.01,0,2026/9/5 11:52,Batch 3 · Blank (0)
412,27.39,60.99,0,2026/9/5 11:53,Batch 3 · Blank (0)
412,27.44,61.1,0,2026/9/5 11:54,Batch 3 · Blank (0)
410,27.44,61.2,0,2026/9/5 11:55,Batch 3 · Blank (0)
409,27.46,61,0,2026/9/5 11:56,Batch 3 · Blank (0)
406,27.47,60.78,0,2026/9/5 11:57,Batch 3 · Blank (0)
405,27.46,60.44,0,2026/9/5 11:58,Batch 3 · Blank (0)
403,27.44,59.87,0,2026/9/5 11:59,Batch 3 · Blank (0)
404,27.43,59.32,0,2026/9/5 12:00,Batch 3 · Blank (0)
405,27.39,58.7,0,2026/9/5 12:01,Batch 3 · Blank (0)
404,27.33,58.24,0,2026/9/5 12:02,Batch 3 · Blank (0)
402,27.3,57.89,0,2026/9/5 12:03,Batch 3 · Blank (0)
404,27.28,57.79,0,2026/9/5 12:04,Batch 3 · Blank (0)
401,27.25,58.03,0,2026/9/5 12:06,Batch 3 · Blank (0)
399,27.28,58.38,0,2026/9/5 12:07,Batch 3 · Blank (0)
399,27.26,58.73,0,2026/9/5 12:08,Batch 3 · Blank (0)
399,27.26,59.03,0,2026/9/5 12:09,Batch 3 · Blank (0)
396,27.29,59.28,0,2026/9/5 12:10,Batch 3 · Blank (0)
396,27.29,59.53,0,2026/9/5 12:11,Batch 3 · Blank (0)
397,27.29,59.91,0,2026/9/5 12:12,Batch 3 · Blank (0)
397,27.29,60.15,0,2026/9/5 12:13,Batch 3 · Blank (0)
400,27.35,60.29,0,2026/9/5 12:14,Batch 3 · Blank (0)
405,27.33,60.24,0,2026/9/5 12:15,Batch 3 · Blank (0)
408,27.32,60.08,0,2026/9/5 12:16,Batch 3 · Blank (0)
409,27.33,59.94,0,2026/9/5 12:17,Batch 3 · Blank (0)
411,27.35,59.6,0,2026/9/5 12:18,Batch 3 · Blank (0)
413,27.32,59.35,0,2026/9/5 12:19,Batch 3 · Blank (0)
415,27.32,59.01,0,2026/9/5 12:20,Batch 3 · Blank (0)
416,27.3,58.8,0,2026/9/5 12:21,Batch 3 · Blank (0)
418,27.29,58.3,0,2026/9/5 12:22,Batch 3 · Blank (0)
706,26.15,72.73,0,2026/9/4 12:22,Batch 3 · 461
719,26.16,75.98,0,2026/9/4 12:23,Batch 3 · 461
725,26.18,78,0,2026/9/4 12:24,Batch 3 · 461
727,26.19,79.41,0,2026/9/4 12:25,Batch 3 · 461
729,26.18,80.07,0,2026/9/4 12:26,Batch 3 · 461
731,26.25,80.87,0,2026/9/4 12:27,Batch 3 · 461
735,26.26,81.8,0,2026/9/4 12:28,Batch 3 · 461
735,26.3,82.48,0,2026/9/4 12:29,Batch 3 · 461
738,26.32,82.91,0,2026/9/4 12:31,Batch 3 · 461
739,26.36,83.35,0,2026/9/4 12:32,Batch 3 · 461
741,26.37,83.71,0,2026/9/4 12:33,Batch 3 · 461
742,26.4,84.07,0,2026/9/4 12:34,Batch 3 · 461
743,26.43,84.38,0,2026/9/4 12:35,Batch 3 · 461
744,26.48,84.69,0,2026/9/4 12:36,Batch 3 · 461
746,26.5,84.93,0,2026/9/4 12:37,Batch 3 · 461
747,26.54,85.15,0,2026/9/4 12:38,Batch 3 · 461
749,26.55,85.41,0,2026/9/4 12:39,Batch 3 · 461
750,26.58,85.62,0,2026/9/4 12:40,Batch 3 · 461
754,26.62,85.78,0,2026/9/4 12:41,Batch 3 · 461
755,26.64,85.94,0,2026/9/4 12:42,Batch 3 · 461
756,26.68,86.09,0,2026/9/4 12:43,Batch 3 · 461
759,26.71,86.23,0,2026/9/4 12:44,Batch 3 · 461
762,26.72,86.34,0,2026/9/4 12:45,Batch 3 · 461
763,26.76,86.44,0,2026/9/4 12:46,Batch 3 · 461
765,26.78,86.55,0,2026/9/4 12:47,Batch 3 · 461
769,26.82,86.68,0,2026/9/4 12:48,Batch 3 · 461
770,26.84,86.79,0,2026/9/4 12:49,Batch 3 · 461
771,26.88,86.85,0,2026/9/4 12:50,Batch 3 · 461
773,26.92,86.93,0,2026/9/4 12:51,Batch 3 · 461
776,26.93,87.02,0,2026/9/4 12:52,Batch 3 · 461
777,26.97,87.09,6,2026/9/4 12:53,Batch 3 · 461
780,26.97,87.15,7,2026/9/4 12:54,Batch 3 · 461
782,27.02,87.17,7,2026/9/4 12:55,Batch 3 · 461
783,27.02,87.25,8,2026/9/4 12:56,Batch 3 · 461
785,27.03,87.35,9,2026/9/4 12:57,Batch 3 · 461
790,27.09,87.38,10,2026/9/4 12:58,Batch 3 · 461
791,27.09,87.43,11,2026/9/4 12:59,Batch 3 · 461
792,27.13,87.51,11,2026/9/4 13:00,Batch 3 · 461
793,27.13,87.55,12,2026/9/4 13:01,Batch 3 · 461
796,27.17,87.61,13,2026/9/4 13:02,Batch 3 · 461
797,27.16,87.63,14,2026/9/4 13:03,Batch 3 · 461
798,27.17,87.67,15,2026/9/4 13:04,Batch 3 · 461
801,27.2,87.73,16,2026/9/4 13:05,Batch 3 · 461
804,27.23,87.73,17,2026/9/4 13:06,Batch 3 · 461
805,27.23,87.78,19,2026/9/4 13:07,Batch 3 · 461
807,27.24,87.79,20,2026/9/4 13:08,Batch 3 · 461
811,27.26,87.87,21,2026/9/4 13:09,Batch 3 · 461
813,27.31,87.93,22,2026/9/4 13:10,Batch 3 · 461
815,27.3,87.93,23,2026/9/4 13:11,Batch 3 · 461
817,27.3,87.9,24,2026/9/4 13:12,Batch 3 · 461
818,27.31,87.93,25,2026/9/4 13:13,Batch 3 · 461
819,27.33,88.01,27,2026/9/4 13:14,Batch 3 · 461
822,27.34,88.03,28,2026/9/4 13:15,Batch 3 · 461
824,27.35,88.08,29,2026/9/4 13:16,Batch 3 · 461
827,27.35,88.09,31,2026/9/4 13:17,Batch 3 · 461
830,27.34,88.11,32,2026/9/4 13:18,Batch 3 · 461
830,27.38,88.15,33,2026/9/4 13:19,Batch 3 · 461
832,27.4,88.13,35,2026/9/4 13:20,Batch 3 · 461
834,27.4,88.19,36,2026/9/4 13:21,Batch 3 · 461
839,27.44,88.25,37,2026/9/4 13:22,Batch 3 · 461
841,27.41,88.29,39,2026/9/4 13:23,Batch 3 · 461
842,27.44,88.28,41,2026/9/4 13:24,Batch 3 · 461
843,27.47,88.32,42,2026/9/4 13:25,Batch 3 · 461
845,27.47,88.31,44,2026/9/4 13:26,Batch 3 · 461
848,27.51,88.37,45,2026/9/4 13:27,Batch 3 · 461
